miscData,1,,
arcForm,numModes,
undirected,1
,
arcs,760,,
index,fromNode,toNode,mode_1,
1,1,2,0.000980921531528161
2,1,21,0.000952144874884948
3,2,3,0.0010116234997153003
4,2,22,0.0009392138154910134
5,3,4,0.0009743185350986282
6,3,23,0.0009316180262807162
7,4,5,0.0009750453914943821
8,4,24,0.0009470805287237064
9,5,6,0.001015621076596749
10,5,25,0.0009809197933807073
11,6,7,0.0009653816808843433
12,6,26,0.001001134840855084
13,7,8,0.0009819891358031458
14,7,27,0.0009386592383203616
15,8,9,0.0009967476346295012
16,8,28,0.0009872550687526533
17,9,10,0.0009577634417370656
18,9,29,0.0009364208341387441
19,10,11,0.000991926669379691
20,10,30,0.0009465561896206801
21,11,12,0.0009857407544164648
22,11,31,0.0009370184257872302
23,12,13,0.0009989444393414429
24,12,32,0.0009538753252698317
25,13,14,0.0010090623916396615
26,13,33,0.0010139568978893743
27,14,15,0.0009728657042273317
28,14,34,0.000988041934847683
29,15,16,0.0009734246827967241
30,15,35,0.0009835721571167014
31,16,17,0.0009571601717137161
32,16,36,0.0009628785623966342
33,17,18,0.0009342332753336713
34,17,37,0.0009360204953233876
35,18,19,0.0009283812686242831
36,18,38,0.0010003440850042224
37,19,20,0.0010111489110185621
38,19,39,0.0009350765442951456
39,20,40,0.0009835309305101863
40,21,22,0.0010120464559639393
41,21,41,0.0010104212518540268
42,22,23,0.0009527922114692086
43,22,42,0.0009753648732896035
44,23,24,0.0009439146221502661
45,23,43,0.0009915394023018353
46,24,25,0.0009612557407798968
47,24,44,0.0009951449909070232
48,25,26,0.0009383582398239268
49,25,45,0.0010114441996109244
50,26,27,0.0009453561546377121
51,26,46,0.0009758327847464656
52,27,28,0.0010160692200476334
53,27,47,0.0009906984290530393
54,28,29,0.0009795533651719968
55,28,48,0.0009726994194381357
56,29,30,0.000992963052598163
57,29,49,0.0009741271806349945
58,30,31,0.0009750760415990755
59,30,50,0.0009368115115253888
60,31,32,0.0009999792210765778
61,31,51,0.0009326236899166513
62,32,33,0.0009397973492659201
63,32,52,0.0009750447110472403
64,33,34,0.0009876887097847319
65,33,53,0.0009494335204848897
66,34,35,0.0009943326285055019
67,34,54,0.0009686894775450572
68,35,36,0.0010092122621435478
69,35,55,0.0009284442177865283
70,36,37,0.0009521215862341111
71,36,56,0.000996509112240311
72,37,38,0.0010109330127807791
73,37,57,0.000927722617041831
74,38,39,0.0009906594757588202
